Label;Object ID;Total Intensity CSU 561;Mean Intensity CSU 561;Total Intensity CSU 488;Mean Intensity CSU 488;Total Intensity CSU 405;Mean Intensity CSU 405;Area;Parent Object ID (MO);Parent Trace ID;cell cycle
nucleus;1039;1848587;35.756.035;89660;1.734.236;1253797;24.251.392;517;1033;-1;G1
nucleus;1040;2249222;36.336.382;113872;18.396.123;2028618;32.772.505;619;1033;-1;G1
nucleus;1041;1259917;58.410.614;3794897;17.593.403;6130000;28.419.102;2157;1035;-1;G2
nucleus;1042;1375608;54.008.954;4076809;16.006.317;6619188;25.988.174;2547;1035;-1;G2
nucleus;1044;4932262;45.333.291;230759;21.209.467;3282514;30.170.166;1088;1040;-1;G1
nucleus;1045;11362547;35.331.304;584738;18.182.152;8924617;27.750.674;3216;1040;-1;G1
nucleus;1046;4271046;17.221.959;333814;13.460.242;8077483;32.570.496;2480;1040;-1;G1
nucleus;1047;1181928;8.394.375;167749;11.913.992;3695746;26.248.196;1408;1040;-1;G1
nucleus;1049;3169683;2.556.196;197027;15.889.275;3719440;29.995.483;1240;1042;-1;G1
nucleus;1050;3178087;24.984.961;201232;15.820.126;3929140;30.889.465;1272;1042;-1;G1
nucleus;1051;5715297;27.319.775;355784;17.006.883;6055851;28.947.664;2092;1043;-1;G1
nucleus;1052;1947462.1;26.898.647;124963.99;1.726.022;1034559;14.289.489;724;1043;-1;G1
nucleus;1053;5960074;3.528.759;281128;16.644.641;3792818.2;22.455.999;1689;1044;-1;G1
nucleus;1054;5387093;3.491.311;256140.98;16.600.194;3691175.8;23.922.073;1543;1044;-1;G1
nucleus;1055;3586128.2;30.703.152;378747;32.426.968;3533504;30.252.603;1168;1047;-1;G1
nucleus;1056;3624452;25.741.846;403791;28.678.339;3456874;24.551.663;1408;1047;-1;G1
nucleus;1058;3676400.2;2.399.739;346643;22.626.828;3834330;25.028.264;1532;1049;-1;G1
nucleus;1059;4090048;23.186.213;410612;23.277.324;4150956;23.531.497;1764;1049;-1;G1
nucleus;1062;3830938;18.560.746;1551311;75.160.419;3997060;19.365.601;2064;1053;-1;S
nucleus;1063;3228430;20.177.688;1290233;80.639.563;3638704;22.741.899;1600;1053;-1;S
nucleus;1064;2196147;14.919.476;188496;12.805.435;4082529;27.734.573;1472;1058;-1;G1
nucleus;1065;2612637;17.558.044;197934;13.302.016;4251843;28.574.214;1488;1058;-1;G1
nucleus;1066;6677313;31.571.221;337934;15.977.966;4048151;19.140.194;2115;1059;-1;G1
nucleus;1067;5869075;27.828.711;324256;1.537.487;4196301;19.897.112;2109;1059;-1;G1
nucleus;1068;1770420;13.412.273;166318;12.599.848;4142598;31.383.318;1320;1059;-1;G1
nucleus;1069;1731456;11.214.093;186084;12.052.073;4315617;27.950.886;1544;1059;-1;G1
nucleus;1071;2431193;16.766.848;193424;13.339.586;3534226;24.373.972;1450;1062;-1;G1
nucleus;1072;2259401;16.937.039;181418;1.359.955;3150820;23.619.341;1334;1062;-1;G1
nucleus;1074;1816835;13.890.176;5507687;4210.77;5214477;39.866.033;1308;1065;-1;G2
nucleus;1075;4288752;31.077.913;4099749;29.708.325;4633270;33.574.421;1380;1065;-1;S
nucleus;1076;2437543;16.775.933;325920;22.430.833;3152412;21.695.884;1453;1066;-1;G1
nucleus;1077;2148057;14.722.803;306538;21.010.144;3631810;24.892.461;1459;1066;-1;G1
nucleus;1078;3157071;35.195.886;140868;15.704.347;2990155;33.335.061;897;1067;-1;G1
nucleus;1079;3053933;29.852.717;150359;1.469.785;3236774;3.164.002;1023;1067;-1;G1
nucleus;1081;1796432;10.642.369;199303;1.180.705;3066228;18.164.858;1688;1069;-1;G1
nucleus;1082;1940031;11.073.236;208898;11.923.402;3170340;18.095.548;1752;1069;-1;G1
nucleus;1083;4539199;34.809.807;204738.02;15.700.768;3510845.8;26.923.665;1304;1070;-1;G1
nucleus;1084;4782567;31.299.521;232637;15.224.934;3794786.2;24.834.988;1528;1070;-1;G1
nucleus;1085;7187454;22.020.386;5028660;15.406.434;9792940;30.002.881;3264;1071;-1;S
nucleus;1086;6672368;26.063.938;4978832;19.448.562;9679064;37.808.843;2560;1071;-1;S
nucleus;1087;2355675;15.178.318;201324;12.971.907;3584984;23.099.124;1552;1073;-1;G1
nucleus;1088;2429621;15.654.774;201520.02;12.984.537;3735285;24.067.559;1552;1073;-1;G1
nucleus;1089;8433504;22.817.922;7396696;20.012.705;11378418;30.785.764;3696;1076;-1;S
nucleus;1090;7671984;2.327.665;6708766;20.354.266;11765377;35.695.925;3296;1076;-1;S
nucleus;1091;1581872.1;11.631.412;7401650;54.423.896;6453580;47.452.793;1360;1076;-1;G2
nucleus;1095;1725872;91.801.703;8035732.5;42.743.257;5851847;31.126.846;1880;1080;-1;G2
nucleus;1096;2270859;10.793.057;8928295;42.434.863;6871481;32.659.131;2104;1080;-1;G2
nucleus;1097;6834412;27.207.053;2759643;1.098.584;7456078;29.681.838;2512;1081;-1;S
nucleus;1098;6119649;26.560.977;2503795;10.867.166;6417024;27.851.667;2304;1081;-1;S
nucleus;1103;4190399;30.879.875;235313;17.340.678;3324118;24.496.079;1357;1087;-1;G1
nucleus;1104;3851312;35.300.752;210525;19.296.516;2873032;26.333.933;1091;1087;-1;G1
nucleus;1105;2550628;14.162.288;226891;12.598.057;3567803;19.810.122;1801;1088;-1;G1
nucleus;1106;2322540;13.143.973;219931;12.446.576;3446040;19.502.207;1767;1088;-1;G1
nucleus;1107;1967672.9;11.670.658;200951;11.918.802;3519340.2;20.873.904;1686;1089;-1;G1
nucleus;1108;2047436;10.026.621;237091;11.610.725;3208637;15.713.208;2042;1089;-1;G1
nucleus;1113;3788446.2;11.012.925;8566337;24.902.144;7648615;22.234.346;3440;1095;-1;S
nucleus;1114;1575226;16.974.418;132490;14.276.939;3266659;35.201.067;928;1095;-1;G1
nucleus;1118;1466600;14.784.274;137185;13.829.134;3234297;32.603.801;992;1101;-1;G1
nucleus;1119;4924347;1.586.452;6038967;19.455.435;6443770.5;2.075.957;3104;1101;-1;S
nucleus;1125;3944217.2;23.477.483;224789;13.380.298;4331432;25.782.334;1680;1111;-1;G1
nucleus;1126;5050141;23.731.865;951109;44.694.971;5000436;23.498.289;2128;1111;-1;G1
nucleus;1139;4834459;4472.21.00;210525;19.475.023;3199989;29.602.119;1081;1127;-1;G1
nucleus;1140;2561306;14.899.977;3881680;22.581.035;4505869;26.212.153;1719;1127;-1;S
nucleus;1145;5685072;21.032.454;474616;17.558.861;5041398;18.651.121;2703;1133;-1;G1
nucleus;1146;4072634;33.910.359;213695.98;17.793.172;3792078;31.574.338;1201;1133;-1;G1
nucleus;1152;1686857;12.702.236;181155;1.364.119;3541759.2;26.669.873;1328;1141;-1;G1
nucleus;1153;1423264.9;11.404.366;160046;12.824.199;3281057;2.629.052;1248;1141;-1;G1
nucleus;1192;2906256;79.667.108;3537691;96.976.178;4429254;12.141.595;3648;1186;-1;S
nucleus;1193;3051681;13.921.902;3039548;13.866.552;4538364;20.704.216;2192;1186;-1;S
nucleus;1206;1977053;18.408.314;137763;12.827.095;3964357;36.912.075;1074;1202;-1;G1
nucleus;1207;1993511;25.492.468;108143;13.829.028;3502539.8;44.789.512;782;1202;-1;G1
nucleus;1208;8684240;16.397.734;22834784;43.117.041;9642228;18.206.624;5296;1203;-1;S
nucleus;1209;4551189;19.753.424;568741;2.468.494;4722258;20.495.911;2304;1203;-1;G1
nucleus;1210;5138348;34.907.256;764878;51.961.823;3871557;26.301.338;1472;1205;-1;G1
nucleus;1211;1165789;12.143.635;2567594;26.745.771;4791088;49.907.168;960;1205;-1;G2
nucleus;1274;1381434;64.704.169;6109053;28.613.831;4716116;22.089.536;2135;1289;-1;G2
nucleus;1275;1405487;76.013.361;5823489;31.495.344;3852136;20.833.618;1849;1289;-1;G2
nucleus;1359;1268078;13.334.154;123547;12.991.272;3475031;36.540.811;951;1401;-1;G1
nucleus;1360;1139130;14.080.717;106064;13.110.507;3022188;37.357.083;809;1401;-1;G1
nucleus;1371;1627326;13.932.585;140380;12.018.835;3211540;27.496.062;1168;1415;-1;G1
nucleus;1372;1661460;13.144.462;153622;12.153.639;3376302;2.671.125;1264;1415;-1;G1
nucleus;1395;5143672;28.897.034;1820259;10.226.174;4483228;25.186.675;1780;1448;-1;S
nucleus;1396;3997438.8;34.342.258;2200889;18.907.981;4427987;38.041.125;1164;1448;-1;S
nucleus;1438;1239970;50.797.623;2980508;12.210.193;5787076;23.707.808;2441;1514;-1;G2
nucleus;1439;588875;53.004.053;1222208;11.000.972;2769864;2.493.127;1111;1514;-1;G2
nucleus;1442;2505448;13.826.976;246150.02;13.584.438;4424008;24.415.056;1812;1520;-1;G1
nucleus;1443;2461469;15.738.292;235682;15.069.182;4093797.8;26.175.178;1564;1520;-1;G1
nucleus;1463;3946813;17.012.125;2172770;93.653.882;4858958;20.943.784;2320;1551;-1;S
nucleus;1464;2276592;10.462.279;247174;113.591;4606400;21.169.119;2176;1551;-1;G1
nucleus;1518;1541800;15.558.022;140639;14.191.624;3440641;34.718.879;991;1631;-1;G1
nucleus;1519;696160;11.282.982;917057;1.486.316;1857104.9;30.098.945;617;1631;-1;G2
nucleus;1520;1165517;14.144.624;107508;13.047.087;2818846;34.209.297;824;1631;-1;G1
nucleus;1540;1548715;50.677.847;6303876;20.627.866;8169399;26.732.327;3056;1655;-1;G2
nucleus;1541;1872957;12.453.171;1792823.1;11.920.366;4639887;30.850.312;1504;1655;-1;S
nucleus;1574;2898697;21.567.686;184638.02;13.737.947;4094465.2;30.464.771;1344;1695;-1;G1
nucleus;1575;2234723;13.693.156;204416;12.525.491;4087793;25.047.751;1632;1695;-1;G1
nucleus;1603;2475142;1.227.749;297727;14.768.204;4396486;21.807.966;2016;1731;-1;G1
nucleus;1604;4830541;15.806.744;1959205.1;64.110.114;5021509;16.431.639;3056;1731;-1;S
nucleus;1611;2209832;17.763.923;165502;13.304.019;4166755;33.494.814;1244;1742;-1;G1
nucleus;1612;1620194;16.532.592;123770;12.629.592;4085273;4.168.646;980;1742;-1;G1
nucleus;1641;1854212;99.903.662;237729;12.808.675;4998538;26.931.777;1856;1781;-1;G1
nucleus;1642;1926154;12.806.875;204032.98;13.566.023;4769959;31.715.154;1504;1781;-1;G1
nucleus;1664;3296225;13.919.869;2151321;90.849.707;6128702;25.881.343;2368;1813;-1;S
nucleus;1665;1850773.9;54.821.503;6301687;18.666.134;8945798;26.498.218;3376;1813;-1;G2
nucleus;1676;3664153.2;10.701.382;5738861;16.760.692;7408268;21.636.296;3424;1837;-1;S
nucleus;1677;3618436;20.192.166;1808106;10.089.877;6052332;33.774.175;1792;1837;-1;S
nucleus;1683;3306120;16.399.404;1677563;83.212.451;5253660;26.059.822;2016;1843;-1;S
nucleus;1684;1541225;14.819.471;139120;13.376.923;4196039;40.346.528;1040;1843;-1;G1
nucleus;1695;1097525;68.296.515;3727132.8;2.319.311;4770702;29.687.007;1607;1855;-1;G2
nucleus;1696;765430;6.592.851;2698690;23.244.531;3537841;30.472.361;1161;1855;-1;G2
nucleus;1701;1925332.9;67.225.311;5663039;19.773.181;7613228;2658.25.00;2864;1865;-1;G2
nucleus;1702;1467098.9;55.237.158;4425446;1.666.207;7434147;27.990.012;2656;1865;-1;G2
nucleus;1798;3970600.2;11.705.779;6304777;18.587.196;7972492.5;23.503.811;3392;1986;-1;S
nucleus;1799;3273131;32.995.271;340463;34.320.868;4235654;42.698.125;992;1986;-1;G1
nucleus;1800;5284025;38.401.345;4183680;30.404.651;5319907;38.662.114;1376;1986;-1;S
nucleus;1815;1955081;13.281.801;214241.98;14.554.483;4185560;28.434.512;1472;2005;-1;G1
nucleus;1816;2063133;14.169.869;218549.02;15.010.234;4520735;31.049.004;1456;2005;-1;G1
nucleus;1818;5567913;22.451.262;2711926;10.935.186;5747684;23.176.145;2480;2009;-1;S
nucleus;1819;5380154.5;22.567.761;2563098;1.075.125;5849583;24.536.841;2384;2009;-1;S
nucleus;1822;1099637;18.145.825;963106;15.892.838;1623716;26.793.994;606;2012;-1;G2
nucleus;1823;4054206;19.932.183;3432449;16.875.364;5111193;25.128.777;2034;2012;-1;S
nucleus;1825;7674592;32.630.068;700180;29.769.559;5104266;21.701.812;2352;2014;-1;G1
nucleus;1826;3144330;2.396.593;207013;1.577.843;4195968;31.981.462;1312;2014;-1;G1
nucleus;1858;3676474;15.421.451;1653375;69.352.979;5460846;22.906.233;2384;2056;-1;S
nucleus;1859;4009228.2;16.594.487;1591048.1;65.854.639;4764489;19.720.568;2416;2056;-1;S
nucleus;1868;2218755;19.310.314;163236;14.206.789;4574598;39.813.733;1149;2067;-1;G1
nucleus;1869;2622254;25.141.458;168643;16.169.032;4173145;40.010.979;1043;2067;-1;G1
nucleus;1913;887338.06;10.402.556;1011297;11.855.768;1434151;16.813.025;853;2118;-1;G2
nucleus;1914;2834142;15.180.193;3310016;17.729.062;4194993;22.469.165;1867;2118;-1;S
nucleus;1939;2318426;12.087.727;231118;12.049.948;4524340;23.588.843;1918;2149;-1;G1
nucleus;1940;2767788;97.115.369;3031009;1.063.512;6924398;24.296.133;2850;2149;-1;S
nucleus;1955;3727293;1.021.736;3743715;10.262.377;5905512;16.188.356;3648;2166;-1;S
nucleus;1956;2282439;57.988.794;4898757;12.446.029;8137468.5;20.674.463;3936;2166;-1;S
nucleus;2000;3865870.8;25.980.315;230865;15.515.121;4125034;27.722.002;1488;2231;-1;G1
nucleus;2001;2068738;73.463.708;6590810;23.404.866;9406608;33.404.148;2816;2231;-1;G2
nucleus;2012;1187855;63.863.171;4025516;21.642.559;5424612;2.916.458;1860;2246;-1;G2
nucleus;2013;542725;66.838.055;2057581;25.339.668;2585012;31.835.122;812;2246;-1;G2
nucleus;2053;2195246;21.108.135;345556;33.226.538;2493995;2.398.072;1040;2298;-1;G1
nucleus;2054;3017238.8;20.497.546;2004129.1;13.615.007;4068801;27.641.311;1472;2298;-1;S
nucleus;2091;1759673;10.089.868;203776;11.684.404;4225686;24.229.851;1744;2339;-1;G1
nucleus;2092;1481988;61.340.564;5223667;21.621.138;7485183;30.981.719;2416;2339;-1;G2
nucleus;2110;1629643;21.054.819;301732;38.983.463;2614779;33.782.673;774;2361;-1;G1
nucleus;2111;997945;17.029.778;201097;34.316.895;1668507;28.472.815;586;2361;-1;G1
nucleus;2112;2402839;12.209.548;811407;41.230.029;4790721;24.343.096;1968;2362;-1;S
nucleus;2113;3001297;15.631.755;3171421;16.517.817;6463129;33.662.131;1920;2362;-1;S
nucleus;2115;1057440;18.882.858;67557;1.206.375;2049958.1;36.606.394;560;2365;-1;G1
nucleus;2116;1770693;14.755.775;142829;11.902.417;2876114;23.967.617;1200;2365;-1;G1
nucleus;2119;1547220;15.852.664;125180;12.825.819;2806158;28.751.619;976;2368;-1;G1
nucleus;2120;3320482;18.204.397;1757580;96.358.551;4499623;24.668.987;1824;2368;-1;S
nucleus;2134;637924;47.148.856;3200901;23.657.805;2375556;17.557.694;1353;2386;-1;G2
nucleus;2135;888795;48.541.507;4188508.2;22.875.522;4450009;24.303.708;1831;2386;-1;G2
nucleus;2153;4880336;2.747.937;4652546;26.196.768;7507963.5;4.227.457;1776;2414;-1;S
nucleus;2154;1251740;15.966.072;92684;11.821.939;3274080.8;41.761.235;784;2414;-1;G1
nucleus;2155;1519316;18.619.069;103233;12.651.103;4243434;52.002.866;816;2415;-1;G1
nucleus;2156;5411994;20.014.771;1605010;59.356.879;5753594;21.278.083;2704;2415;-1;S
nucleus;2175;1632704;21.259.167;120966;15.750.781;3663448;47.701.147;768;2442;-1;G1
nucleus;2176;3717901;1.358.882;2716455;99.285.638;5903734.5;21.577.976;2736;2442;-1;S
nucleus;2193;788858;58.004.266;164351;12.084.632;4670352;34.340.823;1360;2463;-1;G1
nucleus;2194;2048903;78.562.231;4303713;16.501.967;9247958;35.459.961;2608;2463;-1;G2
nucleus;2206;4392025;20.795.574;661105;31.302.319;7058639;33.421.587;2112;2478;-1;G1
nucleus;2207;1534297;16.253.146;115517;12.236.971;4034202;4.273.519;944;2478;-1;G1
nucleus;2233;2669105;16.744.698;236339;14.826.788;2463188;15.452.874;1594;2512;-1;G1
nucleus;2234;2146101;12.152.328;242422;1.372.718;2739484;15.512.367;1766;2512;-1;G1
nucleus;2235;3225255;19.382.542;1265112;76.028.363;3260026;19.591.503;1664;2513;-1;S
nucleus;2236;3264398;20.818.865;1319186;84.131.763;3292433;20.997.659;1568;2513;-1;S
nucleus;2237;1587121;14.170.723;139538;1.245.875;3125040;27.902.144;1120;2514;-1;G1
nucleus;2238;2162450;12.514.178;211417;1.223.478;3440400;19.909.722;1728;2514;-1;G1
nucleus;2239;1657718;76.995.728;2370338;11.009.465;4309923;20.018.221;2153;2515;-1;G2
nucleus;2240;1761811;85.732.898;2255091;10.973.679;4275821;20.806.914;2055;2515;-1;S
nucleus;2242;2974388;17.885.676;211845;12.738.725;3384564;20.352.158;1663;2518;-1;G1
nucleus;2243;3203865;16.404.839;245541;12.572.504;3379021;17.301.694;1953;2518;-1;G1
nucleus;2244;3075043;16.776.012;2225466;12.141.113;3953589;21.568.953;1833;2519;-1;S
nucleus;2245;3897110;2.005.718;2674198;13.763.242;4384798;22.567.153;1943;2519;-1;S
nucleus;2246;3360035;16.232.053;1038253;5.015.715;2992084;14.454.512;2070;2520;-1;S
nucleus;2247;3582116;16.880.848;1074804;50.650.519;2931771;13.816.074;2122;2520;-1;S
nucleus;2249;3125704;38.541.357;137362;16.937.361;3175227;39.151.997;811;2522;-1;G1
nucleus;2250;3037187;32.004.077;146698;15.458.167;2740537;28.878.157;949;2522;-1;G1
nucleus;2251;3064367;2.037.478;202210;13.444.814;3202713;21.294.634;1504;2523;-1;G1
nucleus;2252;3164843;24.420.085;186552;14.394.444;3061176;23.620.186;1296;2523;-1;G1
nucleus;2253;5091222;2.380.188;435987;20.382.748;3771810;17.633.521;2139;2524;-1;G1
nucleus;2254;4276969;26.916.104;336466;21.174.701;3514895.2;22.120.171;1589;2524;-1;G1
nucleus;2255;2797029;18.353.209;224627.02;14.739.305;3317226;21.766.575;1524;2525;-1;G1
nucleus;2256;3494169;17.937.213;273442;14.037.064;3848462;19.755.966;1948;2525;-1;G1
nucleus;2259;3725705;2.910.707;400011;31.250.861;3324275;25.970.898;1280;2528;-1;G1
nucleus;2260;3785963.2;21.909.509;450443;26.067.303;3484420;20.164.468;1728;2528;-1;G1
nucleus;2262;2849420;13.308.828;997456;46.588.324;3593551;16.784.451;2141;2530;-1;S
nucleus;2263;2754446;13.751.603;917743;45.818.423;3419329;17.071.039;2003;2530;-1;S
nucleus;2265;4081862.2;22.651.843;560511;31.104.938;3012840;16.719.423;1802;2532;-1;G1
nucleus;2266;4822401;20.876.194;666870;28.868.832;3189286;13.806.433;2310;2532;-1;G1
nucleus;2267;2514238;13.430.758;229529;12.261.165;6509184;34.771.282;1872;2533;-1;G1
nucleus;2268;3352792;12.699.969;322068;12.199.545;6825034;25.852.402;2640;2533;-1;G1
nucleus;2270;637900;86.671.198;107716;14.635.326;4705874;63.938.506;736;2535;-1;G1
nucleus;2271;926915;11.822.896;99554;12.698.214;4628193;59.033.076;784;2535;-1;G1
nucleus;2272;6134611;39.324.429;1374156;8.808.692;3564737.8;22.850.884;1560;2536;-1;S
nucleus;2273;5213602;29.224.226;1204620;67.523.541;3449038;19.333.173;1784;2536;-1;S
nucleus;2274;4417300;25.563.079;283542;16.408.681;3206713;18.557.367;1728;2538;-1;G1
nucleus;2275;3320275;18.364.353;269791;14.922.069;3033389;16.777.594;1808;2538;-1;G1
nucleus;2276;4565922;27.522.134;1421617;85.691.199;2970372;17.904.594;1659;2539;-1;S
nucleus;2277;4908938;29.133.164;1558631;92.500.354;3020521;17.925.941;1685;2539;-1;S
nucleus;2278;2137935;13.295.615;189004;1.175.398;3466018;21.554.839;1608;2541;-1;G1
nucleus;2279;1943281;11.512.328;195743;11.596.149;3655960;2.165.853;1688;2541;-1;G1
nucleus;2280;1413198;10.514.866;152206;11.324.851;3237182.2;24.086.177;1344;2541;-1;G1
nucleus;2281;1829723;11.102.688;195358;11.854.247;2143901;13.009.108;1648;2542;-1;G1
nucleus;2282;2337529;11.594.886;244936;12.149.603;2482755;12.315.253;2016;2542;-1;G1
nucleus;2283;4884198;22.160.608;2850153;12.931.729;4330029;19.646.229;2204;2543;-1;S
nucleus;2284;3854312;24.271.487;2079246;13.093.489;3628402;22.848.879;1588;2543;-1;S
nucleus;2285;3200902;2.184.916;235164;1.605.215;3206919;21.890.232;1465;2544;-1;G1
nucleus;2286;3172415;19.168.671;261091;15.775.891;3036404;18.346.852;1655;2544;-1;G1
nucleus;2287;1697890.9;10.638.414;186012;11.654.887;3354846.2;21.020.339;1596;2545;-1;G1
nucleus;2288;1421537;12.297.032;138607;11.990.225;3393951;29.359.438;1156;2545;-1;G1
nucleus;2290;1453477;14.968.867;1882252;19.384.675;3772053;38.847.095;971;2547;-1;G2
nucleus;2291;1888046.9;10.996.196;2383514;13.881.852;5069255;29.523.909;1717;2547;-1;S
nucleus;2292;3755318;19.848.403;2048565.1;10.827.511;3475915;18.371.644;1892;2548;-1;S
nucleus;2293;3710221.8;21.521.008;1985562.1;11.517.181;3333965;19.338.544;1724;2548;-1;S
nucleus;2294;1580327;88.782.416;3091690;17.369.045;4877564;27.402.046;1780;2549;-1;G2
nucleus;2295;1553371;98.314.618;3085704;19.529.772;4800048;30.380.051;1580;2549;-1;G2
nucleus;2296;2741045;33.224.788;153211;1.857.103;3013194;36.523.564;825;2550;-1;G1
nucleus;2297;2662575;20.948.662;197643.98;15.550.275;2805411;22.072.471;1271;2550;-1;G1
nucleus;2298;2169654;1.419.002;2198416;1.437.813;3809858.2;24.917.319;1529;2551;-1;S
nucleus;2299;2226982;13.587.444;2108537;12.864.778;3678899.2;22.445.999;1639;2551;-1;S
nucleus;2301;2842939;17.868.881;256241.98;16.105.719;3671814;23.078.655;1591;2555;-1;G1
nucleus;2302;2846050;18.047.241;243299;15.427.965;3479618.2;22.064.795;1577;2555;-1;G1
nucleus;2303;3008180;17.916.498;1198582;71.386.658;3231715;19.247.856;1679;2556;-1;S
nucleus;2304;3239492;15.448.221;1270228;60.573.584;3453703;16.469.733;2097;2556;-1;S
nucleus;2305;3717435;28.683.911;205498.02;15.856.328;3027117.2;23.357.385;1296;2557;-1;G1
nucleus;2306;3595431;25.829.246;215887;15.509.123;3088901;22.190.381;1392;2557;-1;G1
nucleus;2307;854765.94;10.902.627;95780;12.216.837;2983722;38.057.678;784;2558;-1;G1
